DrugBank_ID,DrugBank_SMILES
DrugBank_125,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
DrugBank_126,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
DrugBank_127,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
DrugBank_128,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
DrugBank_129,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3]
DrugBank_130,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
DrugBank_131,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
DrugBank_132,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
DrugBank_133,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
DrugBank_134,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
DrugBank_135,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
DrugBank_136,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
DrugBank_137,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
DrugBank_138,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
DrugBank_139,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
DrugBank_140,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
DrugBank_141,CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O
DrugBank_142,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
DrugBank_143,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
DrugBank_144,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
DrugBank_145,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
DrugBank_146,CNC(=NC)NCC1=CC=CC=C1
DrugBank_147,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
DrugBank_148,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
DrugBank_149,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
DrugBank_150,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C
DrugBank_151,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
DrugBank_152,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
DrugBank_153,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
DrugBank_154,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
DrugBank_155,C1CCC2(CC1)OCC(O2)CN=C(N)N
DrugBank_156,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
DrugBank_157,C(C(OC(F)F)(F)F)(F)Cl
DrugBank_158,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O
DrugBank_159,CC(C)CC(CC(=O)O)CN
DrugBank_160,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
DrugBank_161,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
DrugBank_162,C1=CC(=C(C=C1N)O)C(=O)O
DrugBank_163,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3
DrugBank_164,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
DrugBank_165,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
DrugBank_166,CCC(C)C1(C(=O)NC(=O)NC1=O)CC
DrugBank_167,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
DrugBank_168,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
DrugBank_169,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl
DrugBank_170,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C
DrugBank_171,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
DrugBank_172,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
DrugBank_173,C1=CC(=C(C=C1N)C(=O)O)O
DrugBank_174,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
DrugBank_175,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
DrugBank_176,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
DrugBank_177,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
DrugBank_178,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O
DrugBank_179,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
DrugBank_180,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
DrugBank_181,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
DrugBank_182,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C
DrugBank_183,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
DrugBank_184,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
DrugBank_185,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O
DrugBank_186,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
DrugBank_187,CC(=O)[O-].CC(=O)[O-].[Ca+2]
DrugBank_188,C1=CC(=CC=C1N)S(=O)(=O)N
DrugBank_189,C1C(C(=O)NO1)N
DrugBank_190,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3
DrugBank_191,C(CCl)NC(=O)N(CCCl)N=O
DrugBank_192,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
DrugBank_193,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
DrugBank_194,CCN(C1=CC=CC=C1C)C(=O)C=CC
DrugBank_195,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
DrugBank_196,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
DrugBank_197,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
DrugBank_198,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC
DrugBank_199,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
DrugBank_200,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I
DrugBank_201,C1=C(NN=C1)CCN
DrugBank_202,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
DrugBank_203,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O
DrugBank_204,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
DrugBank_205,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
DrugBank_206,CN1C2=C(C(=O)N(C1=O)C)NC=N2
DrugBank_207,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
DrugBank_208,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
DrugBank_209,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
DrugBank_210,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
DrugBank_211,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
DrugBank_212,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
DrugBank_213,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
DrugBank_214,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
DrugBank_215,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)[O-].[Na+]
DrugBank_216,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
DrugBank_217,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6
DrugBank_218,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
DrugBank_219,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
DrugBank_220,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
DrugBank_221,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
DrugBank_222,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1
DrugBank_223,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
DrugBank_224,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
DrugBank_225,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
DrugBank_226,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
DrugBank_227,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4
DrugBank_228,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
DrugBank_229,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C
DrugBank_230,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DrugBank_231,C1CC(CCC1CN)C(=O)O
DrugBank_232,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
DrugBank_233,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
DrugBank_234,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
DrugBank_235,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
DrugBank_236,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
DrugBank_237,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
DrugBank_238,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
DrugBank_239,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
DrugBank_240,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
DrugBank_241,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
DrugBank_242,CCCC(CCC)C(=O)O
DrugBank_243,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N
DrugBank_244,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
DrugBank_245,CC(=O)NC1=CC=C(C=C1)O
DrugBank_246,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DrugBank_247,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
DrugBank_248,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DrugBank_249,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
DrugBank_250,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DrugBank_251,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
DrugBank_252,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
DrugBank_253,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
DrugBank_254,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Fe+2]
DrugBank_255,C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Ca+2]
DrugBank_256,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4
DrugBank_257,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
DrugBank_258,CCC(CO)NCCNC(CC)CO
DrugBank_259,CN(C)C(=N)N=C(N)N
DrugBank_260,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
DrugBank_261,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
DrugBank_262,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
DrugBank_263,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
DrugBank_264,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
DrugBank_265,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
DrugBank_266,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DrugBank_267,C1=CN=C(C=N1)C(=O)N
DrugBank_268,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
DrugBank_269,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DrugBank_270,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
DrugBank_271,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
DrugBank_272,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
DrugBank_273,C1=CC(=CC=C1C(=O)NCC(=O)O)N
DrugBank_274,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
DrugBank_275,CC1(C(=O)N(C(=O)O1)C)C
DrugBank_276,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
DrugBank_277,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
DrugBank_278,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
DrugBank_279,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
DrugBank_280,C1=NC2=C(N1)C(=S)N=C(N2)N
DrugBank_281,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DrugBank_282,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
DrugBank_283,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
DrugBank_284,C1=CC2=C(C=C1Cl)NC(=O)O2
DrugBank_285,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
DrugBank_286,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
DrugBank_287,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DrugBank_288,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
DrugBank_289,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
DrugBank_290,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O
DrugBank_291,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
DrugBank_292,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al]
DrugBank_293,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
DrugBank_294,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
DrugBank_295,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
DrugBank_296,C1=CC(=C(C=C1C(CN)O)O)O
DrugBank_297,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O
DrugBank_298,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
DrugBank_299,CCCC(C)(COC(=O)N)COC(=O)N
DrugBank_300,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
DrugBank_301,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
DrugBank_302,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
DrugBank_303,C1C(O1)CCl.C(CNCCNCCNCCN)N
DrugBank_304,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
DrugBank_305,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
DrugBank_306,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
DrugBank_307,CC1=C(C(=CC=C1)C)OCC(C)N
DrugBank_308,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
DrugBank_309,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
DrugBank_310,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
DrugBank_311,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O
DrugBank_312,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
DrugBank_313,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
DrugBank_314,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
DrugBank_315,CNCC(C1=CC(=CC=C1)O)O
DrugBank_316,CCOC(=O)N1C=CN(C1=S)C
DrugBank_317,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
DrugBank_318,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
DrugBank_319,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
DrugBank_320,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
DrugBank_321,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC
DrugBank_322,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
DrugBank_323,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
DrugBank_324,CC(C(C1=CC=CC=C1)O)N
DrugBank_325,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
DrugBank_326,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
DrugBank_327,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
DrugBank_328,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
DrugBank_329,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
DrugBank_330,CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O
DrugBank_331,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
DrugBank_332,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
DrugBank_333,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
DrugBank_334,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
DrugBank_335,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DrugBank_336,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
DrugBank_337,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
DrugBank_338,C[N+](C)(C)CCOC(=O)N
DrugBank_339,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
DrugBank_340,CCCNC1CCC2=C(C1)SC(=N2)N
DrugBank_341,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
DrugBank_342,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
DrugBank_343,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-]
DrugBank_344,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
DrugBank_345,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
DrugBank_346,CCCCN1CC(C(C(C1CO)O)O)O
DrugBank_347,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
DrugBank_348,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
DrugBank_349,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
DrugBank_350,COC1=CC=CC=C1OCC(COC(=O)N)O
DrugBank_351,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
DrugBank_352,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
DrugBank_353,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
DrugBank_354,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3
DrugBank_355,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
DrugBank_356,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O
DrugBank_357,CC1=CC(=O)C(=CN1)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
DrugBank_358,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
DrugBank_359,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
DrugBank_360,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
DrugBank_361,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
DrugBank_362,[N]=O
DrugBank_363,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
DrugBank_364,C1=NNC2=C1C(=O)NC=N2
